serial_numb,date,time,id,display_name,username,content,user_location,file
230,3/23/2022,7:44:44 PM,418668679,KatyC,61KatyC,"'@farawaywanderer Sad ending means we will lose both of them 😭😭😭😭😭😭😭
GJ said it his heart bit in sync with ZH and ZH will not survive the loss again😭😭😭😭😭😭😭😭🫂🫂🫂
I am ready 
Have plenty of those !! https://t.co/nuGMAaUe4S",United Kingdom,sad
231,3/28/2022,8:14:48 PM,603503447,bassam sheikh hassan fan club,robbbbbbbd,The rumors are true i am done being sad and lonely I now have work to drown myself with look at me terrorising the metro singing amr diab in all these white people's faces,كوكب الخلوص,sad
232,3/30/2022,10:05:04 PM,1.47442E+18,mmad art,mmad_art,'@steveryanonline I am truly sorry to hear this very sad news Steve. Sending love and strength your way ❤️,"London, England",sad
233,4/27/2022,5:31:30 PM,465531406,Chloe Newman 💙,ChloeNewman76,"'@chalkie_mfc @Millwall_MCT @MillwallFC I am desperately sad to see you leave and I will miss working with you. You have made a huge difference to so many young lives over the years, something you should be really proud of. Thank you for all the support given to me and @SouthwarkYAs. Loads of best wishes xx",Hertfordshire,sad
234,4/4/2022 7,:30:28 PM,1.21705E+18,Debasis Chakraborty \U0001fae7,DebasisAlokC,The gentleman is featured in the @Forbes but no one is talking about him or like his post ! How sad; I am feeling  very sad and low 😭😔😌😢😥 https://t.co/x2xX9zIL1d,"London, England",sad
235,4/6/2022 8,:37:29 PM,408261768,🏴\u200d☠️🥃 “CAPTAIN GILES MORGAN 🐕🦜,gilesmorgan71,'@AndyNic9 I am so sad and sorry to hear this news Andy.  He was a stalwart of the teams you both played in and a truer gentleman you could not find.,"London, England",sad
236,5/12/2022,10:20:21 PM,1.1776E+18,Matt ❤ Eurovision 💙💛,mattlovesesc,'@nulpointsnet Agreed! I am so happy Czech Republic and Poland got through (and Estonia) but so sad to lose Brooke and Achille Lauro,,sad
237,5/18/2022,10:58:56 PM,20904490,Dr Jess Wade 👩🏻\u200d🔬,jesswade,"'@DrJenBaker yeah,, i am sad too","London, England",sad
238,5/2/2022 7,:31:11 PM,22703789,Danny Clifford,DannyClifford,"'@chrissteinplays That’s very sad Chris. He was a bit of a trailblazer! I am not playing word association, but, I hope you are well. Relax &amp; take some photos.  #Photographer",London & Los Angeles,sad
239,5/29/2022,10:18:41 PM,9.60297E+17,Ifan Stephens,IfanStephens,So proud to be working with these exceptionally talented individuals! Just sad that I am not there to join them,"London, England",sad
240,5/31/2022,9:41:22 PM,33492566,Eshaan Akbar’s on tour 2023 - BUY TICKETS,eshaanakbar,I am so so sad to hear about the death of #KK - what an amazing singer. A few days after #sidhumoosewala was murdered. This is a sad and dark time for Indian music,"London, England",sad
241,5/9/2022 1,2:19:46 AM,2766685437,Ajay Jain 🤠🛫,theajayjain,The only reason I am sad I am not home is because I do not have access to my vinyl until I get home on May 29 https://t.co/8xV4X8pl8h,"Austin, TX",sad
242,6/17/2022,6:28:40 PM,2717076834,Digressionsnimpress.,nescio13,"I am very sad to learn that Simo Knuuttila has died. His was an incredibly generous and witty host on a number of memorable occasions. And while our historical work was orthogonal to each other, I much appreciated his criticism and encouragement. 
 R.I.P.",Utopia,sad
243,6/19/2022,12:34:33 PM,7.02096E+17,Bill Bowkett,Bill_Bowkett,"Sad to announce that I am leaving @YoungVoices_UK @YoungVoicesOrg. Little did I think twelve months ago that I would become a national broadcaster and political commentator. All made possible by the guidance and mentorship of @JasonReed624, @CaseyJGiven and co. https://t.co/rGkSShyAG5",,sad
244,6/21/2022,6:50:29 PM,212203322,Karen Forbes,karlie42,'@hbomax I am so sad 😞 I loved it when is season 2 this is the best adaptation of the book so far.,London,sad
245,6/30/2022,2:03:19 PM,629079118,Claire,claireprice1981,"'@JamesTitcombe This is so sad but so honest James. I’ve seen it in my own profession too! A lot of personal gain out there for people it drives me crazy, whilst others are getting on with their roles quietly and for the right reasons. I am sorry this happened to you, I’ve been there too!","Solihull, England",sad
246,6/6/2022 6,:15:41 AM,1.49975E+18,Colm Hine aka DanielAkA COLMBINE…AKA: I O :,Jonqiulity,"'@royalimposters @Rainbow5912 He is part of the Windsor family 
And you are trying to sully his reputation I am a stranger to you and am content to remain a stranger.
Why not put out publicly an over view of your possible dis-functional family?
It’s probably a sad tale so forget my rhetoric question 🌈#","Paddington, London",sad
247,6/9/2022 3,:15:41 PM,2293150672,ZFG - Gaming,StuLindsey1,"'@Gazondaily Just hope it works out! I still have faith, but I have almost learnt not to hold hope, because then if it doesn't happen, I am not disappointed.I was one of the minority that was actually sad when Scalebound was cancelled.  Then we have had times (like new ver' of Pray) cancelled",London UK,sad
248,6/9/2022 6,:26:07 PM,7.60129E+17,ysa jewellery,ysajewellery,"Already #TBT I am still feeling about my nostalgic happy/sad emotions from the Pavement, Primavera set last Thursday night. Their excellent music will be forever.  #PrimaveraSound2022 #Barcelona https://t.co/S6tDGUln4E https://t.co/oRw7cmG2IS","London, England",sad
249,7/13/2022,3:27:08 AM,8.21883E+17,FOG101,FOG1O1,"'@LBC @NIAbbot I am sad that the royals could step in ,with such obvious scheming.. it should not be at that point... If he wants to play silly sods.. take away his after job perks including uk passport.","London, England",sad
250,7/16/2022,3:02:33 PM,53702738,Ana Paula,anapaulabertuol,I am so sad lol https://t.co/hFzWMZypo2,"Barcelona, España",sad
251,7/2/2022 1,2:20:26 PM,102659937,Harun Tulunay,HarunTulunay,"OK I said I was fine but I am not. 

I am sad that I am missing 50th year of #PrideInLondon I was really excited about it. It's 50th! But now I am sitting and crawling on the walls because of this damn #monkeypox

I wanted to march. I can't pretend I am ok. Cause I am not. 😢🥺 https://t.co/ALDeNzJE7v","London, England",sad
252,7/2/2022 2,:51:52 PM,19662241,Alice Beverton-Palmer,alice,"I’ve sent the baby to #PrideInLondon in my stead, dressed as me. As is right and proper, her jeans are cuffed. (I am so sad to be missing her first Pride 😭) https://t.co/0iEzaFmWO8",Kalokairi,sad
253,7/2/2022 8,:47:08 PM,1110689815,Alex Field,Field1Alex,'@DrLizField1 I am...Nicholas decided to appreciate act 1 on a subliminal level...Charlie's summary: a sad geisha singing about her sad life for an hour...,Essex,sad
254,7/2/2022 9,:59:33 AM,451006352,Mason ✨,MasonBingley,No… I have serious post-concert blues now. I am far too jealous of everyone going to the Saturday show. Sad times. #BSTHydePark #BSTAdele https://t.co/MOGDj3vIP8,"Castleford, England",sad
255,7/20/2022,12:42:48 PM,20016441,Frank AG Wokerati 🇪🇺 🇵🇸,FTKZimula,"Hopefully, this country will look back &amp; realise the disaster this PM has been to this great nation. Unbelievable that it has taken over 2yrs to come to this end. I am glad that he is gone, bt also sad at the lies and unnecessary deaths his policies and actions have caused #PMQs",Planet Earth,sad
256,7/3/2022 6,:01:57 AM,619763456,Loranger93,loranger93,"'@StepnMatt i am more amazed about the price of level 30 commons at 6 sol, while it costs around 8,5sol to upgrade 0-30. sad to see people trying to get out so desperately😕","London, England",sad
257,7/4/2022 1,1:32:21 PM,102659937,Harun Tulunay,HarunTulunay,"Today in our ""don't be like this jerk"" tweets 👇

I didn't even share how I am infected but this sad thing solved it all out.

They know it because most probably they have been doing everything they said 😂🤣

😂 Some people are just waste of air really. https://t.co/YxU2vmVq4W","London, England",sad
258,7/4/2022 6,:43:15 PM,102659937,Harun Tulunay,HarunTulunay,"That is so sad. A classic case of lack of education/information causing distress in our lives.

I must say I am a bloody good kisser, i am witty, I care about others and have a big heart. 

I really don't lose anything but that 63% or 79% missing a lot there. 😁😁 https://t.co/QV8kWNzX3z","London, England",sad
259,7/5/2022 1,:48:56 PM,28788229,Nico Wylde’s Succubus era 🦇 (they/them),NicolettaWylde,Big sad day so I am drowning my sorrows in Sushi but then the avocado maki fell apart and now I have avo in my bra as a treat for later and AAAAA sensory HELL,Binah-E.LDN-Clauneck-Sitri,sad
260,7/5/2022 4,:19:38 PM,37391308,Calum Curry,CalumCurry,"I get this @lisarinna  After losing my DAD , I became a very angry person. 

A friend asked me once why I was so mad 😡 all the time, and I said “because it’s easier to be mad than to be sad.” 

After that, I allowed myself to grieve, went to therapy and I am finally HAPPY AGAIN https://t.co/8Ex0oh0KwL","London, England",sad
261,7/7/2022 1,2:37:51 PM,1.47978E+18,Niamh Kennedy,Niamh__Kennedy,« I want you to know how sad I am to be giving up the best job in the world » UK PM @BorisJohnson says in speech resigning from role,"London, England",sad
262,7/8/2022 8,:30:00 AM,1.3269E+18,Vudi Xhymshiti,VudiXhymshiti,"🇩🇪 German NEWSPAPERS

“I want you to know how sad I am to leave the best job in the world,” Die Welt quoted Mr Johnson in its headline before an analysis which described his resignation as “certainly not voluntary”. -",Ukraine,sad
263,8/12/2022,6:03:56 PM,745432760,🧚🏽,imanishungry,Tired of fighting for my life with these wasps,,tired
264,8/17/2021,2:22:26 PM,2760301092,A.J. Stranger #UTAG,AStrangerJ,"'@KevinKt71 @MissJoHartley I think he’s gone underground. He must have incurred the wrath of the cycle lobby and had to change his Twitter handle and appearance. All very sad.
PS I am not a stalker. If I was, I’d be a pretty crap one. I don’t think a decent stalker just expects to chance upon their stalkee","Bromley, London",sad
265,8/17/2022,2:11:16 PM,329306523,Liam Hampton ☁️,liamchampton,Very sad I am not able to attend gophercon uk this week!,"London, UK",sad
266,8/19/2021,6:38:46 AM,420464469,Edel Humphries,EdelHumphries,"I am so sad &amp; shocked 2 hear about the death of the great comedian Sean Locke! It wasn't just his words, it was the way he could act innocent, cheeky, matter of factly etc. with his dry humour!
RIP Sean, gone too soon.🌹🐾🐾","London, England",sad
267,8/19/2021,7:58:08 PM,24370138,Felix Morgan 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f,felixjmorgan,'@veracci_ @GambitEsports @LiquidValorant I’m just happy we’ll have EU TR and CIS all represented at Berlin. But I am very sad for my British bois @L1NKVAL @soulcas_ @kryptixxx :( Still got LCQ at least,"London, England",sad
268,8/20/2021,12:50:38 PM,631006710,Vangelis Polydorou,VangelisPoly,"Sad to miss The Kenwood House Gig tomorrow with @BoyGeorge @RealCultureClub but unfortunately I have Covid, and yes I am double vaccinated. Send me gifts ASAP.",London,sad
269,8/22/2021,3:48:23 PM,1.30547E+18,Angela Walker,AngelaWalker_1,"'@handgunYoga Fort Lauderdale COVID19 deaths!
7 Police 👮‍♀️ Officers have lost their lives
I am truly sorry to hear that sad news!
Devastating for all of us to see this avoidable deaths if only we look at the facts now!
We must be driven by facts
We can’t put these police officers lives at risk",E149NA,sad
270,8/22/2022,10:03:24 PM,609321006,《☠🦕 𝕾𝖐𝖚𝖑𝖑 𝕻𝖚𝖒𝖕𝖐𝖎𝖓 𝕯𝖎𝖓𝖔 🦖🎃》,ShadowDinosaur,"The Pokémon Center London was an definite improvement from the last one. Plus they had alot of awesome merch. I am sad it is over now. 🥺

#PokemonCenter #London #PopUp https://t.co/oSGLiVA2p6",. 🄲🄸🅃🅈 🄾🄵 🄻🄾🄽🄳🄾🄽 .,sad
271,8/23/2021,10:32:59 PM,1.30547E+18,Angela Walker,AngelaWalker_1,"'@handgunYoga I am sorry to hear your sad news!
May the fun shine in your face!
May the wind protect your back!
On your journey to your newly founded peace! https://t.co/RcbFxG2osh",E149NA,sad
272,8/23/2021,10:35:43 PM,7.85238E+17,Lara Parizotto,LaraCParizotto,'@maddydhesi 😭😭😭 i am the sad boy because i thought i had changed the embed grr,London,sad
273,8/23/2021,12:24:34 PM,8.59698E+17,Asma Khan,Asma_KhanLDN,'@olicollett Awww! Hope they eventually leave some! I am so sad as it was my first attempt at growing fruits,"London, England",sad
274,8/24/2022,7:19:27 PM,408261768,🏴\u200d☠️🥃 “CAPTAIN GILES MORGAN 🐕🦜,gilesmorgan71,'@johnhuggan Sad to see the end of the road too for the event in China. I am proud of what was achieved.,"London, England",sad
275,8/26/2022,10:01:18 AM,1.31607E+18,𝒩𝒶𝑜𝓂𝒾 \U0001faac,agentnaomismith,Cuz all areas of my life would improve and would reflect the new changes … I may not be as tired/ stressed  if I worked in a new environment… I would probably find the work more stimulating …. Seeing my money grow would keep me on a high frequency too!,"London, England",tired
276,8/27/2021,7:02:04 PM,3513257243,Ridiculous human man,AntoinBeag,"Just wanted to say how sad I am that @Motherfocloir is ending! 

I pretty much turned my back on hanging with Gaeilgeoirs because of massive negative experiences with them so it was lovely to see a community of Irish speakers and learners flourish online and be so supportive.",Ireland and England,sad
277,8/27/2022,6:30:06 AM,318649276,BAO Chauffeurs Ltd,BAOChauffeurs,"God, when the troubles of my heart are many—You are still faithful. When I am tired, overwhelmed, burnt out, or grieving—Your love still wraps around me. Thank You for showing me kindness and mercy every day.","London, England",overwhelmed
278,8/27/2022,9:52:10 AM,304547674,Rose Guay Centino,neneguay,"God, when the troubles of my heart are many—You are still faithful. When I am tired, overwhelmed, burnt out, or grieving—Your love still wraps around me. Thank You for showing me kindness and mercy every day. Your mercies never cease, and Your steadfast love In Jesus’ name, Amen.",Uk,overwhelmed
279,8/28/2021,5:31:38 PM,631145426,BioTeachers©®™,pra_AKA_sh,"'@XiaomiUK Unfortunately, the store is so deserted. Unlike before closing. I am sad.",हालसाल बेलाइत (रियल हो है),sad
280,8/29/2022,5:11:14 PM,21511220,Karen Brace,Karen_acts,'@thewritingmann I am sad to read this but I have no doubt it was a very deeply considered choice. x,"London, England",sad
281,8/29/2022,8:55:01 AM,318649276,BAO Chauffeurs Ltd,BAOChauffeurs,"God, when I am overwhelmed by the brokenness I see, help me to remember that You see me. You are in control. I might not be able to stop all the pain and injustice I witness, but I can help overcome evil by doing good.","London, England",overwhelmed
282,8/31/2021,1:00:16 AM,30061331,Tania Mohamed 💫,OmgItsTania,"Finally finished this book (yes I am really late I know...) And what a tragic insight into the horrors of the Taliban it was 😥

Sad to think it could all happen again. https://t.co/wxtBvIISCg",,sad
283,8/31/2022,3:35:21 PM,16910774,caspari,caspari,Deeply sad day in the @DioceseinEurope as we mourn the death of a much loved and admired priest. I am sure friends in @christchurchN14 and @oldharrovians will share this sadness.  #RIPFrPeter https://t.co/sttpCQ9YEI,"London, England",sad
284,8/31/2022,7:17:23 PM,2649257637,belinthecity,bel4temple,'@tig_james @ChrisGiles_ I always travel on my -Eire  passport - to avoid residual confusion that I am European. Uk black Brexit passport relegated to back of drawer. Too sad,"London, England",sad
285,8/8/2022 4,:46:49 PM,1.38649E+18,🌻,aasterism_,I am sad. There are NO DECENT chicken burger places in london entirely never mind just east https://t.co/8fWUEPk0fv,Spitalfields,sad
286,8/9/2021 1,12:01:32 AM,79737242,Denis MacShane,DenisMacShane,"I didn’t have plan to stop half of Vietnam handed to tyranny or half of Europe handed to Stalin torture and terror. OK how many soldiers, pilots should UK keep In Afghanistan to discharge “obligations to Afghanis”? I am as sad as you at scuttle but please say what HMG should do? https://t.co/i6UBWmyNwE",,sad
287,8/9/2021 1,12:31:10 PM,278656915,Claire Fox,Fox_Claire,"'@Nikkipage44 @MartinDaubney I am SO sad about this. Katherine was such a class act. Whip smart, took no prisoners but generous hearted and compassionate; just one of those women I admired so much. She make her mark, and helped ensure Brexit became a reality.",London,sad
288,9/10/2021,5:00:55 PM,8.37792E+17,Savage Grace,lFkropotkin,Since I lost our male border terrier a year ago I’ve been pretty sad and half keeping an eye on the rescues. Well two boys have just come up for rescue and I’m like a kid at Christmas trying not to get excited.  😆 I am sponsoring them and hopefully rehoming them! #btposse 🙏🏼❤️,,sad
289,9/10/2022,1:04:45 PM,1.25475E+18,Liz under sim,lizanelly1,🧵 IM IN CRISIS! I feel sick. I begged for help from @CNWLNHS the single point of access teams. I called for help. I’m being told no help cos it’s just a housing issue! WRONG I DO WANT TO STAY HERE @ THE @MarylebonePrjct . I feel very sad &amp; im tired of my life. My issues started,"London, England",tired
290,9/10/2022,1:04:46 PM,1.25475E+18,Liz under sim,lizanelly1,🧵 I WANT TO DIE COS IM TIRED OF MY LIFE! CARE LEAVERS DESERVE BETTER! FAILED BY @RefugeCharity @CastlePointBC @TowerHamletsNow @CamdenCouncil @CityWestminster @WestminsterHP @metpoliceuk @EssexPoliceUK I want to stay in the home I feel safe in in the area I feel safe In,"London, England",tired
291,9/10/2022,11:21:41 AM,3301804454,Midas⚜️,chadmorganesq,"to conduct my research.  Today I submit my research for grading, and I am trying to not become overwhelmed with emotions (though I feel like I’m about to throw up). 

I am grateful for all the persons that had my back throughout this tumultuous period, keeping me sane…",Jamaica,overwhelmed
292,9/11/2022,11:04:54 PM,149253393,Rachael Newberry 💙 💛,newberryfruits1,Messaging me to check I am ok after seeing me so overwhelmed by the process. Bringing medicine for my sick daughter. I cannot properly express in words how grateful I am for them and how kind and generous they all are.  https://t.co/R0Kl7CNJA4,"London, England",overwhelmed
293,9/12/2021,11:10:37 AM,420464469,Edel Humphries,EdelHumphries,"I am so fecking happy right now!! We did it, I joined in &amp; I feel like I'm in the Nowzad family!! We did it, we did it!! I started today crying, sad &amp; now I can enjoy it much better! Pen must be over the universe, let alone the moon!! 🐾🐾💖 https://t.co/ffvJfiggme","London, England",sad
294,9/15/2022,7:48:50 AM,797593009,Agatha Naa-Ashiorkor Nortley-Meshe,a_nortleymeshe,"'@DameLynneOwens Thank you ma’am. He would appreciate that so much. I am extremely proud of him. He is such a humble, compassionate and fair person. He was just being himself and is so overwhelmed by the responses received. He doesn’t see it in himself but this is what leadership looks like 💙🌟",London,overwhelmed
295,9/16/2022,9:46:50 PM,400085890,tang papi,chineebai,today i am fucking sad because it’s titan’s 4th death anniversary and i miss him to bits 😢😢😢😢,,sad
296,9/17/2021,7:22:03 PM,3010203633,Risk It for a Biscuit 🏳️\u200d🌈🏳️\u200d⚧️,BiscuitForShort,"As predicted. 
I am so angry, sad &amp; scared for all the women and girls. https://t.co/DjgCQxrPks",Earth,sad
297,9/17/2022,12:13:08 PM,1.55194E+18,Mitchell Burrows,_MBProductions,"'@KermodeMovie 1) Pulp Fiction
2) Inglorious Basterds
3) Django Unchained
4) Reservoir Dogs
5) Kill Bill
6) Jackie Brown
7) Once Upon A Time
8) The Hateful Eight
9) Death Proof
I will die on this hill 🦶",,kill
298,9/18/2022,10:44:04 AM,1.05254E+18,Kaitlynn Nordal,KaitlynnNordal,"2/2 Although I am sad to not be in Canada and out for a run or walk with everyone the entire country is in my thoughts and heart as we continue what he started so many years ago.
#standuptocancer #marathonofhope @TerryFoxCanada","London, England",sad
299,9/2/2022 1,:57:37 PM,102659937,Harun Tulunay,HarunTulunay,I am overwhelmed with amazing feedback and support I am receiving. Thank you for all your kind messages 🥹🥹🥹 https://t.co/zmcTS3WALX,"London, England",overwhelmed
300,9/20/2022,8:42:38 AM,1.39713E+18,✨ JuliannaStarlight ✨,JStjarnljus,Now I am desperately trying to find my parrot dress that matches his Hawaiian shirt. Fear I gave it away with all my dancing dresses cos it made me sad seeing them just hanging in the wardrobe. I hope that a pretty girl found a pretty dress and has good times in them like I did.,"London, England",sad
301,9/21/2022,3:26:24 AM,42479892,Maria Kokkinou-Boege,mkokkinouboege,'@ChanahsCreation @AnastasiadesCY Read Cyprus history and then come back to discuss with religious hate is not healthy. Racism is a sad word! I am a proud Maronite and proud Cypriot! Adore Greece. Your posts are full of misinformation,"London, England",sad
302,9/23/2022,9:14:17 PM,608506564,David Turner,PumpkinDavid,"'@nicmackd I am ok but have experienced a bad period after succumbing to covid in June. Completely overwhelmed me. Dad sent the best card Nicola, one you plant! Impregnated with wild flower sheeds, how cool is that?xx",Reading,overwhelmed
303,9/26/2022,11:46:25 PM,48062370,GRAMS.lens,gramsdidit,"'@goku_nft oh trust, i am. the correlation between that + people seeing my work is sad. best feels irl, worst on here.","New York, NY",sad
304,9/28/2022,7:31:34 AM,1.26516E+18,Escoffier Marc,EscoffierMarc1,Good luck to Max Reidel and team with their Reidel event at Westminster kingsway Victoria. Working hard through the night so I dropped by to make them coffee. Sad to miss the event as I am off to teacher training.@thevincentrooms @Paul_Jervis https://t.co/YyrU5CR7Qo,"London, England",sad
305,9/29/2022,6:36:07 PM,26249017,Sarah Waddington CBE 💙,Mrs_Wadds,'@ShavaunGlen Ha ha! I am rather sad rn that there isn’t a suitable HRT emoji,North East/London,sad
306,9/3/2022 8,:23:47 PM,1.29619E+18,Jo Day ♏🦂🐉,JoJoMiaJoJo,'@10_1Sniffles @jlssquishstan And I am always here for you both too ❤❤ through these very sad times and through the very happy times that will surely come...❤❤,"London, England",sad
307,9/3/2022 8,:59:31 PM,50052483,Hayley,hayleymagill,"'@Doctor_Erin_ I am confident mine will always be proud of me.

I’m sad because I know how much the NHS has done for my grandad over the years, which was a big reason I chose to be a doctor.. but an organisation which doesn’t care for its staff can’t competently care for anyone.",Belfast➡️London,sad
308,9/30/2021,1:49:26 PM,27399614,Revd Mother Jide ‘Emeka’ Macaulay HHH ™,RevJide,"'@PeterTatchell @frankmugisha @DennisLCarney @KashaJacqueline @MsLadyPhyll @godwyns @keithboykin The consistent denial of our existence as LGBT in Africa is very sad. Unless we change the narratives and occupy, the homophobia will never end. Stories like “I am Samuel” is very powerful and must be seen.","Manchester, England",sad
309,9/30/2021,4:44:16 PM,15233347,Jamie Klingler,jamieklingler,'@LeyLaLaa Such impotent rage. That Sabina’s alleged attacker was also at Old Bailey this morning and in six months there will be another horrible tragedy. I am so sad.,"London, England",sad
310,9/4/2021 3,:00:42 PM,420464469,Edel Humphries,EdelHumphries,I am so do happy u &amp; the animals got away. I was also sad 2 see an empty plane that u were sitting in with just Ewok on ur lap! We r all here 4 u &amp; 4 getting ur staff 2 safety in the UK! Swearing - u were in a terrible position &amp; u r passionate about things. https://t.co/Dnx4Fv93Pj,"London, England",sad
311,9/4/2022 6,:45:45 PM,1506301,Dave Briggs 🔬💎,xtaldave,"""I am sad because the man won't give me snacks. Why won't he give me snacks? Am I not a good girl?""

#dogsofinstagram #dogsofDeptford #Deptford #adoptdontshop🐾 #disableddog @ Deptford SE8 https://t.co/PLQpt4iSgv","The Lab, London, UK",sad
312,9/7/2022 6,:12:05 AM,1.25585E+18,IsleofSkye2021,ISkye2021,Yesterday I tweeted about the loss of my father. I was inundated with kind words for which I am eternally grateful. I had hoped to respond personally but there were so many I was overwhelmed. Please accept this tweet as a public thank you and my apologies if I didn’t respond. 👍,,overwhelmed
313,9/8/2022 6,:40:41 PM,4692862874,Pipsa7,AnnPiper7,I am so sad - a magnificent lady and an amazing servant to our country RIP 💔she will be dreadfully missed.,East London,sad
314,9/8/2022 7,:24:58 PM,1256741,Dr Deborah Harkness (PhD,DebHarkness,"As a historian of the first Elizabethan Age, I am overwhelmed to be in London at this historical moment. 16th-century Elizabethans would have looked for signs. This double rainbow appeared over Buckingham Palace just moments before the Queen's death was announced. 📷: Reuters https://t.co/UudRxMlkzS",Los Angeles 🇺🇸 + London 🇬🇧,overwhelmed
315,9/8/2022 7,:59:55 PM,9.54053E+17,Dr. Will King,WillKing2018,'@RoyalFamily This is very sad news. My deepest condolences to the @RoyalFamily. I am sure Her Majesty The Queen is now in heaven. Rest in peace 🕯 https://t.co/FHamwpIzXB,"London, England",sad
316,9/8/2022 8,:06:07 PM,966357607,Morton Bergue,mortonbergue,"I am weirdly sad about the death of Queen Elizabeth II. I have spent so much time in the UK and I have so many good friends there. She will be terribly missed. @ England, UK https://t.co/nSD4NNkb0n","California, USA",sad
